画像URL,cassettemain_subimg_URL,支払総額,車両本体価格,年式,走行距離,車検,修復歴,保証,タイトル,色,都道府県,店舗
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6786614885/index.html,"159.2
																									万円","152.8
																								万円","2018
(H30)","8.6
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G クエロ 禁煙車　純正9型ナビ　パノラミックビューモニター　両側電動スライドドア　ハーフレザーシート　シートヒーター　革巻ステアリング　ステアリングヒーター　ステアリングリモコン　LEDライト　プッシュスタート,黒Ｍ,香川県,ガリバー 高松東山崎店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6533439368/index.html,"194.3
																									万円","187.0
																								万円","2021
(R03)","3.7
万km",2026(R08)年11月,なし,保証付,シエンタ 1.5 G セーフティ エディションII,青灰,島根県,島根トヨペット 益田店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6811427010/index.html,"265.8
																									万円","258.7
																								万円","2024
(R06)","1.9
万km",2027(R09)年02月,なし,保証付,シエンタ 1.5 Z 禁煙車　純正10.5インチディスプレイオーディオ　バックカメラ　フルセグTV　Bluetooth　両側パワースライドドア　純正DA連動ドライブレコーダー　クルーズコントロール　衝突軽減ブレーキ　ETC,薄緑,千葉県,ガリバー 千葉ニュータウン店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6823741028/index.html,"276.5
																									万円","269.0
																								万円","2022
(R04)","1
万km",2027(R09)年08月,なし,保証付,シエンタ ハイブリッド 1.5 Z DA+ナビ　フルセグ　ETC　全周囲カメラ　パークアシスト　ブラインドスポットモニター　USB　Bluetooth　1500W　ドラレコ　シートヒーター　純正アルミ　フルエアロ　両側電動スライドドア,白真珠,埼玉県,ネッツトヨタ東埼玉 Ｕネッツ藤沢
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6845356863/index.html,"272.9
																									万円","256.1
																								万円","2024
(R06)","2.4
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G 両側電動 純正8型DA 全周囲カメラ 衝突軽減,真珠白,三重県,ネクステージ 津店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6696310087/index.html,"163.8
																									万円","149.8
																								万円","2020
(R02)","3.8
万km",車検整備付,なし,保証付,シエンタ 1.5 ファンベース X PCS　LDA　PKSB　クリソナ　Iストップ　左側パワスラ　キーレス　エアコン　電格ミラー　オートハイビーム　PVガラス　ステリモ　社外ナビ　フルセグTV　BT　CD　バックカメラ　ETC,白真珠,福岡県,オリックス Ｕ－Ｃａｒ福岡大野城店／株式会社イデックスオート・ジャパン
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6381273630/index.html,"318.1
																									万円","304.9
																								万円","2025
(R07)","15
km",2028(R10)年04月,なし,保証付,シエンタ ハイブリッド 1.5 Z 登録済未使用車　10.5インチディスプレイ　アラウンドビューモニター　両側パワースライドドア　ドラレコ　ブラインドスポット　LEDヘッドライト　レーダークルーズ　パーキングサポートブレーキ　　ETC,緑灰II,滋賀県,滋賀県最大級！コンパクトカー専門店 ＮＯＡＳ（ノアーズ）
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6657078909/index.html,"158.9
																									万円","152.6
																								万円","2018
(H30)","7.5
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G クエロ デンソーテン製HDDナビ AVN-D9W Bluetooth フルセグ CD DVD 両側パワースライドドア バックカメラ ドライブレコーダー 純正フロアマット LEDヘッドライト フォグランプ オートマチックハイビーム ETC,黒Ｍ,福岡県,ガリバー 香椎浜店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6619667414/index.html,"164.9
																									万円","158.3
																								万円","2017
(H29)","6.2
万km",2026(R08)年03月,なし,保証付,シエンタ ハイブリッド 1.5 G ナビ　フルセグTV　バックモニター　衝突軽減ブレーキ　両側電動スライドドア　シートヒーター　LEDライト　フォグライト　純正16インチアルミホイール　フルエアロ　ETC　スマートキー　オートライト,黒Ｍ,茨城県,ガリバー ひたち海浜公園前店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6651633999/index.html,"188.8
																									万円","184.9
																								万円","2021
(R03)","2.5
万km",2026(R08)年10月,なし,保証付,シエンタ 1.5 ファンベース G セーフティ エディションII 純正ナビ　バックカメラ　ビルトインETC2.0　前後ドライブレコーダー　シートヒーター　両側パワースライドドア　ステアリングヒーター　衝突被害軽減システム　車線逸脱警報　オートマティックハイビーム,白真珠,埼玉県,ガリバー 新狭山店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6805250009/index.html,"184.8
																									万円","178.4
																								万円","2019
(R01)","4.6
万km",車検整備付,なし,保証付,シエンタ 1.5 G クエロ トヨタセーフティセンス　衝突軽減ブレーキ　純正ナビ　フルセグ　バックカメラ　前方ドラレコ　ETCオートマチックハイビーム　LEDオートライト　フォグランプ　クリアランスソナー　両側パワースライドドア,黒Ｍ,大阪府,ガリバー 枚方店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6603290499/index.html,"276.8
																									万円","271.6
																								万円","2023
(R05)","2.8
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z ディスプレイオーディオ レーダークルーズ BSM　衝突軽減　レーンキープ　オートマチックハイビーム　クリアランスソナー　プッシュスタート　スマートキー　両側電動スライドドア　ETC,薄茶,愛知県,グッドスピード 小牧ミニバン専門店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6839260100/index.html,"293.7
																									万円","283.0
																								万円","2023
(R05)","2.3
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z ディスプレイオーディオ　フルセグ　コネクティッドナビ　車載ナビ有り　バックカメラ　衝突被害軽減システム　ETC　ドラレコ　両側電動スライド　LEDヘッド　全周囲カメラ　乗車定員7人　ワンオーナー,黒,大阪府,大阪トヨタＳｏｕｔｈ（株） サンテラス布施
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6685832824/index.html,"182.9
																									万円","169.5
																								万円","2019
(H31)","6.1
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G クエロ 1年保証付　両側電動ドア　純正SDナビ　バックカメラ　衝突被害軽減システム　レーダークルーズ　禁煙車　ハーフレザーシート　ドラレコ　コーナーセンサー　スマートキー　LEDヘッド　ビルトインETC,赤Ｍ,沖縄県,ネクステージ 豊見城店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6674549419/index.html,"178.8
																									万円","174.6
																								万円","2020
(R02)","5.9
万km",2027(R09)年03月,なし,保証付,シエンタ 1.5 G クエロ 純正ナビ 衝突軽減 両側電動 バックカメラ　フルセグ　ウォークスルー　フロアマット　スマートキー　Bluetooth　コーナーセンサー　LED　オートライト　レーンキープアシスト　カーテンエアバック,黒Ｍ,愛媛県,ガリバー 伊予松前店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6853638216/index.html,"124.9
																									万円","115.8
																								万円","2017
(H29)","7.6
万km",2026(R08)年09月,なし,保証付,シエンタ 1.5 G 両側電動ドア　純正SDナビ　バックカメラ　禁煙車　スマートキー　ETC　純正15インチアルミ　オートエアコン　Bluetooth　CD　DVD再生　フルセグ,黒Ｍ,鳥取県,ネクステージ 米子店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6763843577/index.html,"286.8
																									万円","280.7
																								万円","2024
(R06)","2.3
万km",2027(R09)年06月,なし,保証付,シエンタ ハイブリッド 1.5 Z 禁煙車　アラウンドビューモニター　両側電動スライドドア　AC100V　レーダークルーズコントロール　ブラインドスポットモニター　クリアナンスソナー　スマートキー　プッシュスタート　オートマチックハイビーム,灰,愛知県,グッドスピード ＭＥＧＡ　ＳＵＶ知立店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6855859285/index.html,"159.6
																									万円","145.5
																								万円","2019
(H31)","6.8
万km",車検整備付,なし,保証付,シエンタ 1.5 ファンベース G 禁煙 純正ナビ 衝突軽減 両側電動スライド バックカメラ スマートキー LEDヘッド ETC オートハイビーム オートライト オートエアコン Bluetooth再生 CD再生,真珠白,宮崎県,ネクステージ 宮崎北店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6841279730/index.html,"283.4
																									万円","274.8
																								万円","2024
(R06)","2
万km",2027(R09)年01月,なし,保証付,シエンタ ハイブリッド 1.5 Z,真珠Ｍ,栃木県,栃木トヨタ自動車（株） Ｕ－Ｃａｒ　佐野店
